SK_ID_CURR,PRED_CLASSE,SCORE_CLIENT,PAYMENT_RATE,EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,Âge (ans),Sexe,Annuités ($),PREV_CNT_PAYMENT_MEAN,Anciennete (ans),Niveau éducation,Statut familial,Montant du crédit ($),INSTAL_AMT_INSTALMENT_SUM,INSTAL_DPD_MEAN,DAYS_ID_PUBLISH,POS_MONTHS_BALANCE_MAX,FLAG_OWN_CAR,ANNUITY_INCOME_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,REGION_POPULATION_RELATIVE,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_DBD_MAX,BURO_AMT_CREDIT_SUM_DEBT_MAX,PREV_APP_CREDIT_PERC_MIN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MAX,APPROVED_CNT_PAYMENT_SUM,BURO_DAYS_CREDIT_MAX,INSTAL_DBD_SUM
107298,0,0.1513492972867941,0.0275940491473181,0.6629724292729771,0.2940831009471255,0.5059935113854908,45,Feminin,38110.5,12.0,3,Higher education,Single / not married,1381113.0,328357.485,0.0384615384615384,-243,-4.0,1,0.11292,713.0,0.04622,0.0,31.0,1405354.5,0.8988052373627464,-598.0,31180.0,30.0,-279.0,266.0
283027,0,0.0089676879602451,0.02933,0.2318881971357951,0.7610263695502636,0.5059935113854908,63,Feminin,39595.5,13.6,4,Higher education,Married,1350000.0,663152.58,0.0178571428571428,-3941,-3.0,0,0.219975,252.0,0.0145199999999999,0.0,40.0,0.0,0.9960629921259844,-60.0,-60.0,56.0,-469.0,1246.0
367612,0,0.0202009587161633,0.0523491292021061,0.5982537540805406,0.5352762504724826,0.5059935113854908,50,Masculin,18612.0,12.0,30,Secondary / secondary special,Married,355536.0,183586.95,0.0,-2044,-10.0,0,0.16544,252.0,0.028663,0.0,34.0,149458.5,1.0233190602939477,-211.0,909.5,12.0,-300.0,247.0
246610,0,0.0161744725430556,0.1035544045340239,0.4836453014247956,0.5352762504724826,0.4716407774227821,54,Masculin,12415.5,18.0,4,Higher education,Married,119893.5,219355.785,0.0,-3281,-1.0,1,0.2299166666666666,252.0,0.031329,0.0,22.0,149458.5,0.8256168561131134,-211.0,909.5,36.0,-300.0,416.0
444583,0,0.0105882925366965,0.1069493521790341,0.7590796121697222,0.7121551551910698,0.5059935113854908,55,Masculin,16344.0,12.0,6,Higher education,Civil marriage,152820.0,70960.545,0.0,-3136,-9.0,1,0.1210666666666666,252.0,0.015221,0.0,40.0,0.0,1.005022137051477,-695.0,-695.0,12.0,-903.0,91.0
370384,0,0.181041567521831,0.0380520752253496,0.5263497539707572,0.524496446363472,0.5059935113854908,45,Masculin,13639.5,21.6,14,Secondary / secondary special,Separated,358443.0,2219420.07,0.3684210526315789,-1,-5.0,0,0.075775,941.0,0.020246,2785.916052631579,36.0,1091610.0,0.0,-150.0,1670.0,108.0,-156.0,391.0
344357,0,0.1397333938301306,0.0276913630781825,0.6271572390013204,0.3893387918468769,0.5059935113854908,49,Feminin,18265.5,12.0,0,Secondary / secondary special,Married,659610.0,328357.485,0.0384615384615384,-1776,-4.0,0,0.20295,252.0,0.00733,0.0,31.0,0.0,0.8988052373627464,-182.0,-182.0,30.0,-365.0,266.0
320871,0,0.0301273938966516,0.0443480431933087,0.5391737436198613,0.3791004853998145,0.4879326003765231,43,Feminin,19183.5,9.333333333333334,18,Secondary / secondary special,Married,432567.0,84278.475,0.0555555555555555,-4159,-66.0,1,0.17052,-624.0,0.00702,0.0,14.0,257193.0,1.0264927934111188,112.0,1018.0,28.0,-78.0,66.0
356182,0,0.0236705980594919,0.058302372106316,0.5931346277697727,0.4507472818545589,0.5059935113854908,47,Feminin,8262.0,10.4,0,Secondary / secondary special,Married,141709.5,74182.95,0.1,-872,-38.0,1,0.0918,795.0,0.016612,0.0,11.0,0.0,0.8245382585751979,30929.0,30929.0,34.0,-229.0,36.0
319409,0,0.0069853218189023,0.1054647922998986,0.6577393067611432,0.5154953751603267,0.5059935113854908,22,Masculin,29979.0,12.0,0,Incomplete higher,Single / not married,284256.0,134718.88499999998,0.1,-883,-18.0,1,0.2562307692307692,252.0,0.030755,0.0,33.0,86638.5,1.1111111111111112,-211.0,909.5,12.0,-117.0,114.0
442886,0,0.0803093385521893,0.05,0.5615676439044701,0.5352762504724826,0.4478303274679484,31,Masculin,6750.0,6.0,1,Secondary / secondary special,Married,135000.0,23268.465,0.0,-3577,-29.0,0,0.0075,192.0,0.014464,0.0,29.0,415935.0,1.0554380025391452,161.0,192.0,6.0,-538.0,39.0
350856,0,0.0475783732940561,0.05,0.4960876661367393,0.5352762504724826,0.5059935113854908,50,Masculin,14625.0,18.0,2,Secondary / secondary special,Married,292500.0,495298.44,0.3333333333333333,-1996,-13.0,1,0.08125,8885.0,0.010006,0.0,29.0,149458.5,0.7981525429140017,-211.0,8885.0,18.0,-2072.0,31.0
344925,0,0.0171783352635021,0.0443003922385365,0.6545669669018611,0.4668640059537032,0.6238709986053284,56,Masculin,22972.5,9.714285714285714,4,Secondary / secondary special,Single / not married,518562.0,1144108.125,0.0151515151515151,-3760,-1.0,1,0.0928181818181818,863.0,0.031329,-1793.254090909091,103.0,482224.5,0.7987740435425914,10327.0,10327.0,68.0,-233.0,1235.0
295468,0,0.0458456461323028,0.0361307659167415,0.7231294404417554,0.6512602186973006,0.5059935113854908,53,Masculin,22266.0,19.142857142857142,3,Higher education,Married,616261.5,3092059.44,0.4015748031496063,-2957,-1.0,1,0.1052765957446808,475.0,0.035792,-3245.501338582677,35.0,400941.0,0.0,-518.0,475.0,134.0,-438.0,711.0
370084,0,0.1335583918709796,0.0442587295912286,0.4483010088290793,0.7934490301648944,0.5059935113854908,61,Masculin,26739.0,11.666666666666666,4,Secondary / secondary special,Widow,604152.0,578953.125,0.7272727272727273,-4228,-2.0,0,0.1605945945945946,252.0,0.019101,-5593.213636363636,59.0,0.0,0.8938162674560677,-161.0,-161.0,70.0,-1792.0,369.0
386921,0,0.0171208892428009,0.0398745718987679,0.5659560543013878,0.7583930617144343,0.5059935113854908,46,Masculin,24205.5,12.5,12,Secondary / secondary special,Married,607041.0,727227.495,0.0408163265306122,-675,-6.0,0,0.26895,275.0,0.020246,0.0,30.0,122800.5,0.8319154107924162,9028.0,9028.0,50.0,-91.0,356.0
328406,0,0.0076231828890495,0.0264525,0.5619229565929612,0.4848514754962666,0.5059935113854908,32,Masculin,47614.5,24.0,0,Higher education,Married,1800000.0,317541.555,0.0769230769230769,-3017,-4.0,0,0.1511571428571428,-248.0,0.026392,-2195.2817307692308,34.0,137700.0,1.0,31090.0,31090.0,24.0,-279.0,163.0
190662,0,0.0493804422108121,0.0324378122068108,0.7139578541562436,0.5352762504724826,0.5059935113854908,50,Masculin,23026.5,4.0,1,Secondary / secondary special,Married,709866.0,29504.925,0.0,-1827,-76.0,0,0.1705666666666666,252.0,0.006233,0.0,11.0,149458.5,1.0755864465682017,-211.0,909.5,4.0,-300.0,25.0
383018,0,0.0133386018839243,0.02638,0.6949225115312395,0.2851799046358216,0.5059935113854908,31,Masculin,23742.0,36.0,11,Secondary / secondary special,Married,900000.0,154230.21,0.0,-3940,-28.0,0,0.2293913043478261,671.0,0.026392,0.0,30.0,43200.0,0.7710003721370817,606.0,857.0,36.0,-61.0,185.0
226147,0,0.014221549604851,0.05,0.6482010034499254,0.524496446363472,0.6575417245661171,38,Masculin,11250.0,30.0,9,Higher education,Married,225000.0,99621.09,0.0769230769230769,-4181,-1.0,1,0.1,1051.0,0.010966,-4153.846153846154,88.0,176022.0,1.0,-211.0,1051.0,30.0,-198.0,547.0
212212,0,0.0159561199793318,0.0429286906749344,0.7367575562911357,0.7062051096536562,0.5059935113854908,52,Masculin,9720.0,9.333333333333334,27,Secondary / secondary special,Separated,226422.0,458811.045,0.25,-2764,-6.0,0,0.072,252.0,0.022625,242.2884375,35.0,149458.5,0.9099181073703366,-910.0,-910.0,28.0,-1337.0,337.0
322410,0,0.0064212881095149,0.0293977821755906,0.6440961884117055,0.8027454758994178,0.5059935113854908,64,Masculin,23931.0,8.285714285714286,4,Secondary / secondary special,Married,814041.0,885241.71,0.0,-4503,-1.0,0,0.0782058823529411,252.0,0.018634,-6750.0,36.0,0.0,0.9191339432857872,31153.0,31153.0,52.0,-1793.0,462.0
